"","speciesName","hadsstwannp50","en4sstwannp50","en4sbtwannp50","maxent_wtd.quantile50.","wtd.quantile50.","hadsstwannp90","en4sstwannp90","en4sbtwannp90","maxent_wtd.quantile90.","wtd.quantile90.","hadsstwannp10","en4sstwannp10","en4sbtwannp10","maxent_wtd.quantile10.","wtd.quantile10."
"21","Acanthephyra purpurea",21.97,22.2216782783066,1.95192802935081,20.945696046204,19.8252826030011,26.7391119457087,26.9188826299697,2.84308510893098,24.6333420103013,23.5283536596785,11.8587902161899,11.932986714643,0.421838565053376,14.4107122613805,10.467835402497
"22","Acanthistius ocellatus",21.1351063110891,20.7254967765167,1.8686608695108,27.3606253635751,21.3319142489376,26.9581275733069,27.3487986990694,12.4659693224202,28.7120973950212,23.5128593021222,17.8703261708427,17.9994016846312,0.922292509888836,19.1777803966374,18.5023487952208
"23","Acanthocardia echinata",10.7173661219853,10.3894235939965,8.29945969035237,10.6868346612089,10.6600607584344,12.8962950978674,12.289023595093,10.8186230992352,12.3760020071641,12.7467498779297,9.82915774146569,9.54503675207041,7.26098111565744,9.75408902308291,9.78639994722727
"24","Acanthochromis polyacanthus",28.35,28.6724026319805,2.90295132914508,27.6929795094011,26.6844938755439,29.01,29.3545469380644,27.487978916787,28.7340851602427,28.602238863218,25.6194720037305,25.9323439135173,1.59312481102978,25.2866018377186,25.234295001853
"25","Acanthogorgia armata",5.38137964173023,5.12208561009536,2.49965586528184,4.40518275193573,7.32763503585064,16.4669001306865,16.3408680283291,4.06603788033081,18.6061791043035,19.0410592928402,0.726551856692093,0.733384958335673,-0.887240675290327,1.78963608313524,2.77217915215075
"26","Acantholabrus palloni",17.0998419169886,16.8186248052214,7.84046420071096,17.1863600622679,16.8042943758252,22.2382426542919,22.4515753635457,13.6332308139205,22.040613809545,18.8478582729359,9.7666080884764,9.37883005652612,2.61279116320883,9.89969321611582,12.2295645176598
"27","Acantholithodes hispidus",4.66967973376846,4.58594092958282,2.20617879692537,1.67297796655139,10.2139215357864,12.9465411246994,13.1232331861687,6.55392257055166,9.62088869377869,11.5262940583378,2.90987189350739,2.80216505642412,0.314630259723278,-1.52525702262738,5.8401248303464
"28","Acanthopagrus australis",27.36,27.6670007000793,12.9695232710711,26.9429433922634,24.3050007246319,28.74,29.0401801803609,27.3657328626345,28.7109836855415,28.1361661997437,19.2706668323032,18.7877299126922,1.7814286822682,17.9037163120393,17.0504554286439
"29","Acanthopagrus butcheri",18.7558525647718,18.802829995052,2.47060768758863,25.1969193119952,17.0606391237117,28.58,28.8931576770592,19.5149593377361,28.6202926719679,26.5255411000327,-1.03941474352282,-0.657325922141946,-0.308732344351868,12.4316922013089,15.1174387560649
"30","Acanthostracion polygonius",27.57,27.6276360040437,4.01195903000742,27.4671597586768,27.4929947687106,28.04,28.2096958328791,22.0797949666293,28.4004163516465,27.9195235834828,25.5732386483681,25.442963433115,2.08632555212491,25.1075914026399,23.5954807146059
"31","Acanthostracion quadricornis",27.4,27.7069335372893,2.14687050897113,27.4376919746718,27.3866018424972,28.76,29.0243783398383,21.8958266498835,28.3642838965876,28.0384051675389,25.18,25.2439912896509,1.43288174656448,23.6052943697155,23.6711014053526
