ref_yr,survey,year,wt_mt,wt_mt_med,num,num_med,depth_wt,wt_mt_log,wt_mt_log_med,num_log,num_log_med,depth_wt_log,CTI,cti_diff,cti_log
NEUS-9-1985,NEUS,1985,3.3737651832671487,22.6953125,NA,NA,66.192781070902,-0.2303653615808328,1.4718984984120378,NA,NA,0.21248178940709456,15.207586843679511,-0.1814760709797163,-0.011862618982381076
NS-IBTS-1-1985,NS-IBTS,1985,3.7180354044419404,437.54480499652306,63213.709925264484,6444.760715938672,86.92984030228617,0.30688070372853965,-0.08639710447026623,0.0826140985977655,0.27004779064153756,0.06777570774583352,7.400894025743404,-0.7399126249214047,-0.0952884650356065
SCS-6-1985,SCS,1985,2.268992090968489,181.44556838814242,4225.487888513789,218.350718032783,132.58634466778653,-0.029884400000986324,-0.4410054513011389,-0.29553679775550284,-0.27818660075169244,0.01437569435380919,8.760353440671699,0.6991741298225786,0.08317638894517318
EBS-6-1986,EBS,1986,20.207452672413787,4546.924999999999,48208.73810344826,9430.125,87.09006934142226,0.027649491794023127,-0.32550780249235656,-0.14370933093183494,-0.5695522633398252,0.033912407293524745,5.840351105998626,0.08326538633627933,0.014359520699454772
GSL-S-8-1986,GSL-S,1986,8.746888179208836,2450.2786138785896,25137.538623245717,3469.870263368449,NA,-0.037782833651634394,-0.16534661702437298,0.0324447238051214,-0.21203797801760488,NA,6.0877133614864345,0.21776857866106702,0.03642730978725737
NEUS-9-1986,NEUS,1986,3.312861215053654,7.8125,NA,NA,73.3813376849321,-0.018217154331406797,-1.0664333903038745,NA,NA,0.10309823858898157,15.45592750461291,0.24834066093339935,0.0161981492439623
NS-IBTS-1-1986,NS-IBTS,1986,4.163136530839832,303.97587150401455,71861.1618320559,4923.14461553722,80.97410871088086,0.11307335224071413,-0.364230783770933,0.128214742724472,-0.2693200327825537,-0.07097190197503392,7.440571444311931,0.03967741856852669,0.005346845724350235
SCS-6-1986,SCS,1986,1.9527497161193152,174.8809675057933,4862.560853355011,267.9341850130977,132.33794235510527,-0.1500972299677961,-0.03685015322727811,0.1404304929815069,0.2046388036673231,-0.0018752707671149545,9.412095767047498,0.6517423263757998,0.07175939456475428
EBS-6-1987,EBS,1987,21.578769011627948,6117.3099999999995,49006.44389534885,8902.935,84.49286936931044,0.0656584346400612,0.2966712770985289,0.016411504453470352,-0.057528354469773536,-0.030275718268104816,5.874885955323815,0.03453484932518869,0.0058957320589107945
GSL-S-8-1987,GSL-S,1987,6.928850269847541,2119.5015446145526,24215.03948225871,3705.826429068533,NA,-0.2330041072430154,-0.14502079746751945,-0.037388385235258954,0.06578908647108482,NA,5.667478605153889,-0.4202347563325457,-0.07152820852282585
NEUS-9-1987,NEUS,1987,2.81254017185349,2.60416666666667,NA,NA,64.59798402008616,-0.16372418066696695,-1.0986122886681084,NA,NA,-0.1274864451363226,14.577259388118552,-0.8786681164943584,-0.058529848747396584
NS-IBTS-1-1987,NS-IBTS,1987,4.0740135290931665,458.40249303254706,93776.37989490977,8697.866785852124,76.29127284911364,-0.021640125300430715,0.4107992757347491,0.26617706126596635,0.5691303227317382,-0.05957090571659272,7.475671334048996,0.035099889737065126,0.00470627289247349
SCS-6-1987,SCS,1987,1.860608420531363,94.53025270583399,3527.2308743042595,124.13660268523063,141.27745300848034,-0.04833494808386242,-0.6151856390902358,-0.3210521154668852,-0.7693587782329511,0.06536688843126601,9.423208473820313,0.011112706772815173,0.00117998710507898
EBS-6-1988,EBS,1988,26.224973070422575,6442.1500000000005,60169.354873239456,9813.26,91.04264896657868,0.19500221223224898,0.05173987791865583,0.20521136990781152,0.09735353468348056,0.07466092204737988,5.872647046571284,-0.0022389087525302998,-3.811708857131159e-4
GMEX-6-1988,GMEX,1988,0.5459378527399753,14.2966844213422,36512.452494172234,765.8324713721428,60.99914301659639,NA,NA,NA,NA,NA,24.933520553546938,NA,NA
GSL-S-8-1988,GSL-S,1988,9.544210768178178,2186.501530266308,25424.73469398633,3250.5416050927643,NA,0.32024087518179106,0.031121851166908708,0.048748600690527374,-0.13108466147433653,NA,6.305136970957135,0.6376583658032464,0.10662036497477957
NEUS-9-1988,NEUS,1988,3.502474565868852,42.96875,NA,NA,74.68544018154759,0.21938168674076092,2.8033603809065335,NA,NA,0.14510195940412782,14.63948625779806,0.06222686967950786,0.00425967796174742
NS-IBTS-1-1988,NS-IBTS,1988,5.882321350788024,738.560451130958,109011.17078427308,11116.916149868859,78.9681327661162,0.3673228329145262,0.4769553513260833,0.15053735042264021,0.2453901271424226,0.03448583606530241,7.058522845803982,-0.4171484882450134,-0.05741812484501567
