ref_yr,dhd_days,dhd_sum
GOA-5-2013,29,17.259511436999993
GOA-5-2015,29,11.17589686
GOA-5-2017,209,111.45062809900001
GOA-5-2019,62,21.770174601999987
GSL-S-8-1985,16,3.618041648
GSL-S-8-1986,31,8.124423822999999
GSL-S-8-1987,5,0.6354648789999999
GSL-S-8-1988,0,0
GSL-S-8-1989,29,12.027012554000002
GSL-S-8-1990,7,2.1295466489999995
GSL-S-8-1991,16,4.572723192
GSL-S-8-1992,4,0.398558436
GSL-S-8-1993,1,0.007305092
GSL-S-8-1994,16,3.5184947240000004
GSL-S-8-1995,14,6.881730603
GSL-S-8-1996,12,3.360667037
GSL-S-8-1997,3,0.128644067
GSL-S-8-1998,48,28.44798498
GSL-S-8-1999,49,43.33299992900001
GSL-S-8-2000,46,25.072694445000007
GSL-S-8-2001,35,18.245859006000003
GSL-S-8-2002,40,10.356983533999998
GSL-S-8-2004,26,15.347826389
GSL-S-8-2005,9,1.381306305
GSL-S-8-2006,135,88.67890492199997
GSL-S-8-2007,78,29.719681078000008
GSL-S-8-2008,68,53.568786468
GSL-S-8-2009,51,33.157800217
GSL-S-8-2010,123,80.65866771500002
GSL-S-8-2011,103,74.074698926
GSL-S-8-2012,201,153.21801174399997
GSL-S-8-2013,192,167.51705864799996
GSL-S-8-2014,91,62.810116265999994
GSL-S-8-2015,79,41.27716170299998
GSL-S-8-2016,166,151.79505938899996
GSL-S-8-2017,162,129.955064918
GSL-S-8-2018,79,45.21887720799999
GSL-S-8-2019,59,49.33558869700001
IE-IGFS-10-2003,86,41.17479358599999
IE-IGFS-10-2004,59,18.892101425000003
IE-IGFS-10-2005,50,12.684874827999998
IE-IGFS-10-2006,45,19.31251062500001
IE-IGFS-10-2007,119,60.28259730599999
IE-IGFS-10-2008,71,12.989266007000001
IE-IGFS-10-2009,26,11.019280992999999
IE-IGFS-10-2010,46,18.183119250000004
IE-IGFS-10-2011,12,2.9828160050000005
IE-IGFS-10-2012,8,1.2909516540000001
IE-IGFS-10-2013,40,28.304282860999997
IE-IGFS-10-2014,86,45.888911734
IE-IGFS-10-2015,8,2.109304037
IE-IGFS-10-2016,43,24.125528530999997
IE-IGFS-10-2017,39,15.583813710999994
IE-IGFS-10-2018,57,63.835772506
IE-IGFS-10-2019,63,20.159743971999998
NEUS-9-1983,12,1.588566489
NEUS-9-1984,3,0.491772593
NEUS-9-1985,14,3.4918058219999994
NEUS-9-1986,10,1.0934193220000001
NEUS-9-1987,0,0
NEUS-9-1988,0,0
NEUS-9-1989,4,0.365684105
NEUS-9-1990,14,1.9656230660000003
NEUS-9-1991,25,13.676327743000002
NEUS-9-1992,0,0
NEUS-9-1993,3,0.310994577
NEUS-9-1994,28,7.664893094999999
NEUS-9-1995,0,0
NEUS-9-1996,5,0.39388134
NEUS-9-1997,0,0
NEUS-9-1998,0,0
NEUS-9-1999,20,4.341959921000001
NEUS-9-2000,75,14.050975027000002
NEUS-9-2001,18,7.527828952999999
NEUS-9-2002,88,26.853932942999993
NEUS-9-2003,2,0.109114665
NEUS-9-2004,2,0.218289714
NEUS-9-2005,7,1.208925016
NEUS-9-2006,30,8.670640679
NEUS-9-2007,45,28.773059519000007
NEUS-9-2008,25,7.116415674999999
NEUS-9-2009,12,6.639197168000001
NEUS-9-2010,100,57.633268429999966
NEUS-9-2011,30,22.723225960000004
NEUS-9-2012,262,193.55072241100007
NEUS-9-2013,116,38.04918456400001
NEUS-9-2014,46,12.719611947999997
NEUS-9-2015,107,57.809570304
NEUS-9-2016,211,128.87969021400005
NEUS-9-2017,97,38.56384589499999
NEUS-9-2018,101,64.492943321
NEUS-9-2019,76,39.537778727
NIGFS-10-2009,37,9.541713453999998
NIGFS-10-2010,22,7.510304054
NIGFS-10-2011,41,15.599500512999999
NIGFS-10-2012,40,8.895033118000002
NIGFS-10-2013,23,7.722128854999999
NIGFS-10-2014,127,40.699699583999994
NIGFS-10-2015,92,24.42511170900001
NIGFS-10-2016,135,53.951817242000004
NIGFS-10-2017,167,60.33747992899999
NIGFS-10-2018,58,30.873459161999996
NIGFS-10-2019,138,42.11809282599998
Nor-BTS-8-1989,0,0
Nor-BTS-8-1990,5,0.9765094449999999
Nor-BTS-8-1991,35,8.605349558999997
Nor-BTS-8-1992,1,0.113478442
Nor-BTS-8-1993,0,0
Nor-BTS-8-1994,0,0
Nor-BTS-8-1995,1,0.079526206
Nor-BTS-8-1996,0,0
Nor-BTS-8-1997,0,0
Nor-BTS-8-1998,5,0.175405038
Nor-BTS-8-1999,24,3.9149441920000005
Nor-BTS-8-2000,3,0.7221234400000001
Nor-BTS-8-2001,16,4.664281125
Nor-BTS-8-2002,50,12.586186000000001
Nor-BTS-8-2003,7,1.181833565
Nor-BTS-8-2004,26,14.419077978999999
Nor-BTS-8-2005,31,11.217237307000001
Nor-BTS-8-2006,21,2.8864775689999997
Nor-BTS-8-2007,28,3.3539323130000005
Nor-BTS-8-2008,40,4.463844476
Nor-BTS-8-2009,0,0
Nor-BTS-8-2010,4,1.459421071
Nor-BTS-8-2011,0,0
Nor-BTS-8-2012,139,32.02713848300001
Nor-BTS-8-2013,125,47.98931852799999
Nor-BTS-8-2014,195,104.09801624699995
Nor-BTS-8-2015,47,5.381655463
Nor-BTS-8-2016,173,62.356237707000005
Nor-BTS-8-2017,172,78.204823673
NS-IBTS-1-1983,17,8.720948939000001
NS-IBTS-1-1984,0,0
NS-IBTS-1-1985,5,0.8742119890000001
NS-IBTS-1-1986,0,0
NS-IBTS-1-1987,0,0
NS-IBTS-1-1988,0,0
NS-IBTS-1-1989,5,0.224674537
NS-IBTS-1-1990,31,7.596128162000001
NS-IBTS-1-1991,90,29.594826794000003
NS-IBTS-1-1992,6,1.3973363810000001
NS-IBTS-1-1993,45,23.910542337999996
NS-IBTS-1-1994,0,0
NS-IBTS-1-1995,28,14.745450895000001
NS-IBTS-1-1996,48,21.004117762000003
NS-IBTS-1-1997,0,0
NS-IBTS-1-1998,46,41.982013789
NS-IBTS-1-1999,71,18.561519919999995
NS-IBTS-1-2000,52,14.430366047000003
NS-IBTS-1-2001,16,8.971220337000002
NS-IBTS-1-2002,22,2.7244329689999995
NS-IBTS-1-2003,145,57.54197551399998
NS-IBTS-1-2004,113,84.52338612599999
NS-IBTS-1-2005,59,17.70806891900001
NS-IBTS-1-2006,45,13.285165079999997
NS-IBTS-1-2007,166,99.7917698469999
NS-IBTS-1-2008,158,76.61966801299998
NS-IBTS-1-2009,80,42.10238660699999
NS-IBTS-1-2010,76,33.20325513900001
NS-IBTS-1-2011,16,2.550718166
NS-IBTS-1-2012,53,15.153180963000002
NS-IBTS-1-2013,34,11.748798788
NS-IBTS-1-2014,20,4.076856628
NS-IBTS-1-2015,192,90.510200924
NS-IBTS-1-2016,32,7.075537206
NS-IBTS-1-2017,124,41.624732396000034
NS-IBTS-1-2018,111,27.737545947
NS-IBTS-1-2019,119,76.753464597
PT-IBTS-9-2005,13,3.224236364
PT-IBTS-9-2006,51,31.227353573999995
PT-IBTS-9-2007,60,32.497220326000004
PT-IBTS-9-2008,9,1.3234207450000002
PT-IBTS-9-2009,21,10.022130670999998
PT-IBTS-9-2010,47,20.163410983999995
PT-IBTS-9-2011,64,44.06832698700001
PT-IBTS-9-2013,16,2.654834359
PT-IBTS-9-2014,22,1.925372058
PT-IBTS-9-2015,69,51.85570128299997
PT-IBTS-9-2016,48,9.959332332
PT-IBTS-9-2017,36,13.184829816000002
SCS-6-1983,122,39.03321082800001
SCS-6-1984,81,34.95603367500001
SCS-6-1985,34,15.794868586999998
SCS-6-1986,6,1.4105332919999998
SCS-6-1987,0,0
SCS-6-1988,20,4.072481969
SCS-6-1989,7,2.726311909
SCS-6-1990,19,8.451404155
SCS-6-1991,33,12.030521974
SCS-6-1992,0,0
SCS-6-1993,0,0
SCS-6-1994,5,0.7319515249999999
SCS-6-1995,57,67.73107222000002
SCS-6-1996,2,0.247687463
SCS-6-1997,2,0.18808259100000002
SCS-6-1998,4,1.398628173
SCS-6-1999,74,40.273884861
SCS-6-2000,233,171.39695713099985
SCS-6-2001,51,15.174141674
SCS-6-2002,109,28.966212436
SCS-6-2003,31,15.959813544
SCS-6-2004,81,43.71559055899999
SCS-6-2005,7,0.756503762
SCS-6-2006,113,52.08452598299997
SCS-6-2007,122,45.791795960999984
SCS-6-2008,9,0.925468551
SCS-6-2009,59,35.526019668999986
SCS-6-2010,116,66.18317248900003
SCS-6-2011,182,115.13242978800012
SCS-6-2012,228,172.093609742
SCS-6-2013,334,375.97238036899995
SCS-6-2014,196,135.78467889599997
SCS-6-2015,234,196.04615845600006
SCS-6-2016,279,237.05897908699998
SCS-6-2017,250,165.50535737699985
SEUS-4-1990,2,0.211185324
SEUS-4-1991,0,0
SEUS-4-1992,0,0
SEUS-4-1993,7,0.741743972
SEUS-4-1994,0,0
SEUS-4-1995,0,0
SEUS-4-1996,0,0
SEUS-4-1997,4,0.728422892
SEUS-4-1998,0,0
SEUS-4-1999,2,0.104204988
SEUS-4-2000,0,0
SEUS-4-2001,0,0
SEUS-4-2002,0,0
SEUS-4-2003,0,0
SEUS-4-2004,0,0
SEUS-4-2005,0,0
SEUS-4-2006,0,0
SEUS-4-2007,0,0
SEUS-4-2008,0,0
SEUS-4-2009,0,0
SEUS-4-2010,0,0
SEUS-4-2011,0,0
SEUS-4-2012,0,0
SEUS-4-2013,0,0
SEUS-4-2014,0,0
SEUS-4-2015,0,0
SEUS-4-2016,0,0
SEUS-4-2017,0,0
SEUS-4-2018,0,0
SEUS-4-2019,0,0
SWC-IBTS-2-1990,15,2.7416843480000006
SWC-IBTS-2-1991,11,2.5939729510000005
SWC-IBTS-2-1992,20,4.93996189
SWC-IBTS-2-1993,18,9.118314035
SWC-IBTS-2-1994,0,0
SWC-IBTS-2-1995,0,0
SWC-IBTS-2-1996,48,18.755819915999997
SWC-IBTS-2-1997,0,0
SWC-IBTS-2-1998,50,11.365000820999999
SWC-IBTS-2-1999,41,9.795706816000001
SWC-IBTS-2-2000,13,3.124331283
SWC-IBTS-2-2001,28,10.639170373
SWC-IBTS-2-2002,40,5.294088699
SWC-IBTS-2-2003,62,7.644491533
SWC-IBTS-2-2004,106,35.50418603100002
