"","coords","survey","surveyID"
"1729","-160.625,54.875","GOA",7
"1730","-161.375,54.875","GOA",7
"1731","-161.125,54.625","GOA",7
"1732","-161.625,54.625","GOA",7
"1733","-160.875,54.375","GOA",7
"1734","-160.625,54.375","GOA",7
"1735","-160.125,54.875","GOA",7
"1736","-160.375,54.375","GOA",7
"1737","-161.625,54.875","GOA",7
"1738","-160.625,55.375","GOA",7
"1739","-159.625,55.625","GOA",7
"1740","-159.375,55.375","GOA",7
"1741","-160.375,55.625","GOA",7
"1742","-159.375,55.625","GOA",7
"1743","-160.375,55.375","GOA",7
"1744","-160.125,55.125","GOA",7
"1745","-159.875,55.125","GOA",7
"1746","-159.875,55.625","GOA",7
"1747","-159.625,55.375","GOA",7
"1748","-159.875,55.375","GOA",7
"1749","-159.875,55.875","GOA",7
"1750","-160.125,55.625","GOA",7
"1751","-159.375,55.125","GOA",7
"1752","-160.625,55.625","GOA",7
"1753","-160.125,55.375","GOA",7
"1754","-159.625,55.875","GOA",7
"1755","-160.125,55.875","GOA",7
"1756","-159.125,55.625","GOA",7
"1757","-158.625,55.875","GOA",7
"1758","-159.125,55.875","GOA",7
"1759","-158.875,55.875","GOA",7
"1760","-158.625,56.125","GOA",7
"1761","-159.375,55.875","GOA",7
"1762","-158.375,55.875","GOA",7
"1763","-158.375,56.125","GOA",7
"1764","-158.875,55.625","GOA",7
"1765","-160.125,54.375","GOA",7
"1766","-160.375,54.125","GOA",7
"1767","-159.875,54.375","GOA",7
"1768","-160.625,54.125","GOA",7
"1769","-159.625,54.375","GOA",7
"1770","-159.125,54.875","GOA",7
"1771","-159.375,54.625","GOA",7
"1772","-158.625,54.875","GOA",7
"1773","-159.125,55.125","GOA",7
"1774","-159.625,54.875","GOA",7
"1775","-159.875,54.625","GOA",7
"1776","-158.875,55.125","GOA",7
"1777","-158.625,54.625","GOA",7
"1778","-158.875,54.625","GOA",7
"1779","-159.375,54.375","GOA",7
"1780","-159.125,54.625","GOA",7
"1781","-159.625,55.125","GOA",7
"1782","-158.875,54.875","GOA",7
"1783","-160.125,54.625","GOA",7
"1784","-159.625,54.625","GOA",7
"1785","-159.875,54.875","GOA",7
"1786","-159.125,54.375","GOA",7
"1787","-158.625,55.125","GOA",7
"1788","-159.375,54.875","GOA",7
"1789","-158.875,55.375","GOA",7
"1790","-158.375,55.125","GOA",7
"1791","-157.625,55.625","GOA",7
"1792","-159.125,55.375","GOA",7
"1793","-158.625,55.625","GOA",7
"1794","-158.375,55.625","GOA",7
"1795","-158.375,55.375","GOA",7
"1796","-158.125,55.375","GOA",7
"1797","-157.875,55.625","GOA",7
"1798","-158.125,55.875","GOA",7
"1799","-157.625,55.375","GOA",7
"1800","-158.625,55.375","GOA",7
"1801","-157.875,55.125","GOA",7
"1802","-157.875,55.375","GOA",7
"1803","-158.125,55.125","GOA",7
"1804","-157.875,55.875","GOA",7
"1805","-158.125,55.625","GOA",7
"1806","-157.875,56.125","GOA",7
"1807","-157.125,55.875","GOA",7
"1808","-157.375,55.875","GOA",7
"1809","-157.125,56.125","GOA",7
"1810","-157.375,56.125","GOA",7
"1811","-157.375,56.375","GOA",7
"1812","-157.875,56.375","GOA",7
"1813","-157.875,56.625","GOA",7
"1814","-157.625,56.625","GOA",7
"1815","-157.375,56.625","GOA",7
"1816","-158.125,56.125","GOA",7
"1817","-157.625,55.875","GOA",7
"1818","-157.125,56.375","GOA",7
"1819","-158.375,56.375","GOA",7
"1820","-157.625,56.125","GOA",7
"1821","-157.625,56.375","GOA",7
"1822","-158.125,56.375","GOA",7
"1823","-158.125,54.875","GOA",7
"1824","-157.625,55.125","GOA",7
"1825","-157.625,54.875","GOA",7
"1826","-157.375,54.875","GOA",7
"1827","-157.375,55.125","GOA",7
"1828","-157.125,55.125","GOA",7
"1829","-158.125,54.625","GOA",7
"1830","-157.875,54.625","GOA",7
"1831","-157.875,54.875","GOA",7
"1832","-158.375,54.875","GOA",7
"1833","-158.375,54.625","GOA",7
"1834","-156.875,55.125","GOA",7
"1835","-157.125,54.875","GOA",7
"1836","-157.375,55.375","GOA",7
"1837","-157.125,55.375","GOA",7
"1838","-156.625,55.125","GOA",7
"1839","-156.125,55.625","GOA",7
"1840","-156.375,55.625","GOA",7
"1841","-156.625,55.625","GOA",7
"1842","-156.375,55.875","GOA",7
"1843","-156.625,55.875","GOA",7
"1844","-156.875,55.875","GOA",7
"1845","-156.875,55.625","GOA",7
"1846","-157.375,55.625","GOA",7
"1847","-157.125,55.625","GOA",7
"1848","-156.375,55.125","GOA",7
"1849","-156.625,55.375","GOA",7
"1850","-156.125,55.375","GOA",7
"1851","-156.375,55.375","GOA",7
"1852","-156.125,55.875","GOA",7
"1853","-156.875,55.375","GOA",7
"1854","-156.625,56.125","GOA",7
"1855","-156.625,56.375","GOA",7
"1856","-156.625,56.625","GOA",7
"1857","-156.125,56.625","GOA",7
"1858","-156.375,56.625","GOA",7
"1859","-156.125,56.875","GOA",7
"1860","-155.625,56.375","GOA",7
"1861","-156.125,56.375","GOA",7
"1862","-156.375,56.375","GOA",7
"1863","-156.375,56.125","GOA",7
"1864","-156.125,56.125","GOA",7
"1865","-156.875,56.625","GOA",7
"1866","-156.875,56.875","GOA",7
"1867","-156.375,56.875","GOA",7
"1868","-155.875,56.375","GOA",7
"1869","-155.875,56.625","GOA",7
"1870","-155.875,56.125","GOA",7
"1871","-155.625,56.125","GOA",7
"1872","-155.625,56.625","GOA",7
"1873","-156.875,56.125","GOA",7
"1874","-156.625,56.875","GOA",7
"1875","-156.875,56.375","GOA",7
"1876","-155.875,55.875","GOA",7
"1877","-155.875,56.875","GOA",7
"1878","-155.375,57.375","GOA",7
"1879","-155.375,56.875","GOA",7
"1880","-155.625,56.875","GOA",7
"1881","-155.875,57.125","GOA",7
"1882","-156.125,57.125","GOA",7
"1883","-156.125,57.375","GOA",7
"1884","-155.625,57.125","GOA",7
"1885","-155.625,57.375","GOA",7
"1886","-155.375,57.125","GOA",7
"1887","-155.875,57.375","GOA",7
"1888","-155.375,57.625","GOA",7
"1889","-156.375,57.375","GOA",7
"1890","-156.125,57.625","GOA",7
"1891","-155.625,57.625","GOA",7
"1892","-155.125,57.125","GOA",7
"1893","-154.875,57.875","GOA",7
"1894","-155.125,57.875","GOA",7
"1895","-155.375,57.875","GOA",7
"1896","-154.625,58.125","GOA",7
"1897","-155.125,57.625","GOA",7
"1898","-154.625,57.875","GOA",7
"1899","-155.875,55.375","GOA",7
"1900","-155.625,55.625","GOA",7
"1901","-155.375,55.625","GOA",7
"1902","-155.125,55.625","GOA",7
"1903","-155.125,55.875","GOA",7
"1904","-155.625,55.375","GOA",7
"1905","-155.375,55.875","GOA",7
"1906","-154.875,55.875","GOA",7
"1907","-155.875,55.625","GOA",7
"1908","-155.375,56.125","GOA",7
"1909","-155.125,56.125","GOA",7
"1910","-154.875,55.625","GOA",7
"1911","-155.875,55.125","GOA",7
"1912","-155.375,55.375","GOA",7
"1913","-155.625,55.875","GOA",7
"1914","-155.125,56.375","GOA",7
"1915","-154.875,56.125","GOA",7
"1916","-154.625,56.125","GOA",7
"1917","-154.375,56.875","GOA",7
"1918","-155.375,56.375","GOA",7
"1919","-155.125,56.625","GOA",7
"1920","-155.125,56.875","GOA",7
"1921","-154.375,56.375","GOA",7
"1922","-154.625,56.875","GOA",7
"1923","-155.375,56.625","GOA",7
"1924","-154.875,56.875","GOA",7
"1925","-154.625,56.625","GOA",7
"1926","-154.375,56.625","GOA",7
"1927","-154.625,56.375","GOA",7
"1928","-154.375,56.125","GOA",7
"1929","-154.625,57.625","GOA",7
"1930","-154.875,57.625","GOA",7
"1931","-155.125,57.375","GOA",7
"1932","-154.875,57.375","GOA",7
"1933","-154.625,57.375","GOA",7
"1934","-153.875,57.125","GOA",7
"1935","-154.625,57.125","GOA",7
"1936","-154.125,57.625","GOA",7
"1937","-154.875,57.125","GOA",7
"1938","-154.375,57.625","GOA",7
"1939","-153.875,57.625","GOA",7
"1940","-154.375,57.875","GOA",7
"1941","-154.125,57.875","GOA",7
"1942","-153.125,58.125","GOA",7
"1943","-153.625,57.875","GOA",7
"1944","-153.875,58.125","GOA",7
"1945","-154.125,58.125","GOA",7
"1946","-153.375,58.125","GOA",7
"1947","-153.625,58.125","GOA",7
"1948","-153.625,58.375","GOA",7
"1949","-153.875,58.375","GOA",7
"1950","-154.125,58.375","GOA",7
"1951","-153.875,57.875","GOA",7
"1952","-153.375,58.375","GOA",7
"1953","-153.625,58.625","GOA",7
"1954","-154.375,58.125","GOA",7
"1955","-153.375,57.875","GOA",7
"1956","-153.375,58.625","GOA",7
"1957","-153.125,58.625","GOA",7
"1958","-153.125,59.125","GOA",7
"1959","-153.625,59.375","GOA",7
"1960","-153.875,59.125","GOA",7
"1961","-153.875,59.375","GOA",7
"1962","-153.125,59.375","GOA",7
"1963","-152.875,58.875","GOA",7
"1964","-152.625,58.875","GOA",7
"1965","-153.625,59.125","GOA",7
"1966","-152.875,59.125","GOA",7
"1967","-152.875,58.625","GOA",7
"1968","-153.375,58.875","GOA",7
"1969","-153.375,59.125","GOA",7
"1970","-152.875,59.375","GOA",7
"1971","-153.375,59.625","GOA",7
"1972","-153.125,58.875","GOA",7
"1973","-152.625,59.125","GOA",7
"1974","-153.375,59.375","GOA",7
"1975","-152.875,59.625","GOA",7
"1976","-152.625,59.875","GOA",7
"1977","-152.125,59.625","GOA",7
"1978","-152.375,59.625","GOA",7
"1979","-153.125,59.625","GOA",7
"1980","-152.125,59.875","GOA",7
"1981","-152.875,59.875","GOA",7
"1982","-152.625,59.625","GOA",7
"1983","-152.375,59.875","GOA",7
"1984","-154.125,56.125","GOA",7
"1985","-154.625,55.875","GOA",7
"1986","-154.625,55.625","GOA",7
"1987","-153.875,56.125","GOA",7
"1988","-153.875,55.875","GOA",7
"1989","-153.625,55.875","GOA",7
"1990","-154.125,55.875","GOA",7
"1991","-154.375,55.625","GOA",7
"1992","-154.375,55.875","GOA",7
"1993","-153.875,56.625","GOA",7
"1994","-154.125,56.625","GOA",7
"1995","-154.125,56.375","GOA",7
"1996","-153.125,56.625","GOA",7
"1997","-153.125,56.875","GOA",7
"1998","-153.375,56.375","GOA",7
"1999","-153.625,56.375","GOA",7
"2000","-153.375,56.125","GOA",7
"2001","-153.125,56.375","GOA",7
"2002","-154.125,56.875","GOA",7
"2003","-153.625,56.125","GOA",7
"2004","-153.375,56.625","GOA",7
"2005","-153.375,56.875","GOA",7
"2006","-153.875,56.875","GOA",7
"2007","-153.625,57.125","GOA",7
"2008","-153.875,56.375","GOA",7
"2009","-152.875,56.625","GOA",7
"2010","-153.625,56.875","GOA",7
"2011","-153.625,56.625","GOA",7
"2012","-153.375,57.125","GOA",7
"2013","-153.125,57.125","GOA",7
"2014","-152.875,57.375","GOA",7
"2015","-152.625,57.375","GOA",7
"2016","-152.875,57.125","GOA",7
"2017","-152.625,57.125","GOA",7
"2018","-152.375,57.375","GOA",7
"2019","-152.375,57.125","GOA",7
"2020","-153.125,57.375","GOA",7
"2021","-152.375,57.625","GOA",7
"2022","-153.875,57.375","GOA",7
"2023","-153.125,57.875","GOA",7
"2024","-152.875,56.875","GOA",7
"2025","-153.625,57.625","GOA",7
"2026","-153.125,58.375","GOA",7
"2027","-152.375,57.875","GOA",7
"2028","-152.375,58.375","GOA",7
"2029","-152.125,58.375","GOA",7
"2030","-152.125,57.875","GOA",7
"2031","-152.625,58.125","GOA",7
"2032","-152.625,57.875","GOA",7
"2033","-151.875,58.125","GOA",7
"2034","-152.875,57.875","GOA",7
"2035","-152.375,58.125","GOA",7
"2036","-152.625,58.375","GOA",7
"2037","-152.125,58.625","GOA",7
"2038","-151.875,58.625","GOA",7
"2039","-152.125,58.125","GOA",7
"2040","-151.875,58.375","GOA",7
"2041","-152.625,58.625","GOA",7
"2042","-152.875,58.375","GOA",7
"2043","-151.875,57.875","GOA",7
"2044","-152.625,59.375","GOA",7
"2045","-152.375,59.375","GOA",7
"2046","-151.375,58.625","GOA",7
"2047","-152.375,58.875","GOA",7
"2048","-151.875,59.625","GOA",7
"2049","-152.125,59.125","GOA",7
"2050","-152.125,58.875","GOA",7
"2051","-151.875,58.875","GOA",7
"2052","-151.375,58.875","GOA",7
"2053","-151.625,58.875","GOA",7
"2054","-151.625,59.375","GOA",7
"2055","-152.375,59.125","GOA",7
"2056","-151.875,59.125","GOA",7
"2057","-151.625,59.125","GOA",7
"2058","-151.375,59.125","GOA",7
"2059","-151.875,59.375","GOA",7
"2060","-152.125,59.375","GOA",7
"2061","-151.125,59.125","GOA",7
"2062","-151.625,58.625","GOA",7
"2063","-151.125,58.875","GOA",7
"2064","-152.375,56.625","GOA",7
"2065","-152.375,56.875","GOA",7
"2066","-151.875,57.125","GOA",7
"2067","-152.625,56.375","GOA",7
"2068","-152.375,56.375","GOA",7
"2069","-151.875,56.375","GOA",7
"2070","-151.875,56.625","GOA",7
"2071","-152.125,56.625","GOA",7
"2072","-151.875,56.875","GOA",7
"2073","-152.125,56.875","GOA",7
"2074","-152.625,56.625","GOA",7
"2075","-152.125,56.375","GOA",7
"2076","-152.625,56.875","GOA",7
"2077","-152.125,57.125","GOA",7
"2078","-152.875,56.375","GOA",7
"2079","-151.625,56.875","GOA",7
"2080","-151.875,57.625","GOA",7
"2081","-151.625,57.875","GOA",7
"2082","-151.375,57.875","GOA",7
"2083","-151.625,57.625","GOA",7
"2084","-151.875,57.375","GOA",7
"2085","-151.625,57.375","GOA",7
"2086","-151.375,57.375","GOA",7
"2087","-151.375,57.125","GOA",7
"2088","-152.125,57.375","GOA",7
"2089","-152.125,57.625","GOA",7
"2090","-151.125,57.625","GOA",7
"2091","-151.125,57.125","GOA",7
"2092","-150.875,57.375","GOA",7
"2093","-151.125,57.375","GOA",7
"2094","-151.375,57.625","GOA",7
"2095","-151.625,57.125","GOA",7
"2096","-151.125,57.875","GOA",7
"2097","-150.875,57.125","GOA",7
"2098","-151.125,58.625","GOA",7
"2099","-150.875,58.625","GOA",7
"2100","-151.375,58.375","GOA",7
"2101","-150.625,58.125","GOA",7
"2102","-151.125,58.125","GOA",7
"2103","-151.625,58.125","GOA",7
"2104","-150.875,58.125","GOA",7
"2105","-150.625,58.625","GOA",7
"2106","-150.875,58.875","GOA",7
"2107","-150.625,57.875","GOA",7
"2108","-150.625,58.375","GOA",7
"2109","-151.125,58.375","GOA",7
"2110","-150.875,57.875","GOA",7
"2111","-151.375,58.125","GOA",7
"2112","-150.375,58.625","GOA",7
"2113","-150.875,58.375","GOA",7
"2114","-151.625,58.375","GOA",7
"2115","-150.375,58.125","GOA",7
"2116","-150.375,58.375","GOA",7
"2117","-149.625,59.125","GOA",7
"2118","-150.125,59.125","GOA",7
"2119","-150.375,59.125","GOA",7
"2120","-150.875,59.125","GOA",7
"2121","-150.625,59.375","GOA",7
"2122","-150.375,59.375","GOA",7
"2123","-150.625,59.125","GOA",7
"2124","-150.375,58.875","GOA",7
"2125","-149.875,59.125","GOA",7
"2126","-149.875,58.875","GOA",7
"2127","-150.125,58.875","GOA",7
"2128","-149.625,58.875","GOA",7
"2129","-149.625,59.375","GOA",7
"2130","-149.875,59.375","GOA",7
"2131","-150.125,58.625","GOA",7
"2132","-150.625,58.875","GOA",7
"2133","-150.625,59.625","GOA",7
"2134","-151.125,59.375","GOA",7
"2135","-149.875,59.625","GOA",7
"2136","-149.625,59.875","GOA",7
"2137","-149.375,59.625","GOA",7
"2138","-149.125,59.625","GOA",7
"2139","-149.125,59.875","GOA",7
"2140","-148.875,59.625","GOA",7
"2141","-149.625,59.625","GOA",7
"2142","-149.375,59.875","GOA",7
"2143","-149.125,60.125","GOA",7
"2144","-149.375,60.125","GOA",7
"2145","-148.875,59.875","GOA",7
"2146","-150.875,56.875","GOA",7
"2147","-151.375,56.875","GOA",7
"2148","-151.125,56.875","GOA",7
"2149","-150.875,57.625","GOA",7
"2150","-150.625,57.625","GOA",7
"2151","-150.375,57.625","GOA",7
"2152","-150.125,57.625","GOA",7
"2153","-150.375,57.875","GOA",7
"2154","-149.875,57.625","GOA",7
"2155","-150.625,57.375","GOA",7
"2156","-150.375,57.375","GOA",7
"2157","-149.625,57.875","GOA",7
"2158","-150.125,57.875","GOA",7
"2159","-150.125,57.375","GOA",7
"2160","-149.625,57.625","GOA",7
"2161","-150.125,58.125","GOA",7
"2162","-150.125,58.375","GOA",7
"2163","-149.875,58.125","GOA",7
"2164","-149.875,57.875","GOA",7
"2165","-149.625,58.125","GOA",7
"2166","-149.125,58.125","GOA",7
"2167","-149.625,58.375","GOA",7
"2168","-149.125,58.375","GOA",7
"2169","-149.375,58.625","GOA",7
"2170","-149.875,58.625","GOA",7
"2171","-149.625,58.625","GOA",7
"2172","-149.875,58.375","GOA",7
"2173","-148.875,58.375","GOA",7
"2174","-149.375,58.875","GOA",7
"2175","-149.125,58.625","GOA",7
"2176","-148.875,58.625","GOA",7
"2177","-149.125,57.875","GOA",7
"2178","-149.375,58.125","GOA",7
"2179","-148.875,58.125","GOA",7
"2180","-149.375,58.375","GOA",7
"2181","-149.375,57.875","GOA",7
"2182","-148.125,59.125","GOA",7
"2183","-148.375,59.125","GOA",7
"2184","-148.625,59.125","GOA",7
"2185","-148.625,59.375","GOA",7
"2186","-148.875,59.125","GOA",7
"2187","-149.125,59.125","GOA",7
"2188","-149.375,59.125","GOA",7
"2189","-148.375,58.875","GOA",7
"2190","-148.625,59.625","GOA",7
"2191","-148.875,59.375","GOA",7
"2192","-148.875,58.875","GOA",7
"2193","-148.625,58.875","GOA",7
"2194","-149.125,59.375","GOA",7
"2195","-149.375,59.375","GOA",7
"2196","-149.125,58.875","GOA",7
"2197","-148.375,59.375","GOA",7
"2198","-148.125,59.375","GOA",7
"2199","-148.125,59.875","GOA",7
"2200","-147.375,59.875","GOA",7
"2201","-148.125,59.625","GOA",7
"2202","-148.625,59.875","GOA",7
"2203","-148.375,59.625","GOA",7
"2204","-148.375,59.875","GOA",7
"2205","-147.875,59.625","GOA",7
"2206","-147.875,59.875","GOA",7
"2207","-147.625,59.625","GOA",7
"2208","-147.375,59.625","GOA",7
"2209","-148.625,58.375","GOA",7
"2210","-148.625,58.125","GOA",7
"2211","-148.375,58.625","GOA",7
"2212","-148.125,58.625","GOA",7
"2213","-148.125,58.875","GOA",7
"2214","-148.625,58.625","GOA",7
"2215","-148.375,58.125","GOA",7
"2216","-147.875,59.125","GOA",7
"2217","-147.625,59.125","GOA",7
"2218","-147.875,58.875","GOA",7
"2219","-147.625,58.875","GOA",7
"2220","-147.625,59.375","GOA",7
"2221","-147.875,59.375","GOA",7
"2222","-147.125,59.375","GOA",7
"2223","-147.125,59.625","GOA",7
"2224","-146.875,59.375","GOA",7
"2225","-146.875,59.625","GOA",7
"2226","-147.375,59.375","GOA",7
"2227","-147.375,59.125","GOA",7
"2228","-147.125,59.875","GOA",7
"2229","-146.375,59.875","GOA",7
"2230","-146.125,59.625","GOA",7
"2231","-146.125,59.875","GOA",7
"2232","-145.875,59.875","GOA",7
"2233","-147.125,60.125","GOA",7
"2234","-146.875,60.125","GOA",7
"2235","-146.625,59.875","GOA",7
"2236","-146.125,60.375","GOA",7
"2237","-147.375,60.125","GOA",7
"2238","-145.875,60.125","GOA",7
"2239","-146.875,59.875","GOA",7
"2240","-146.625,60.125","GOA",7
"2241","-146.125,60.125","GOA",7
"2242","-145.875,60.375","GOA",7
"2243","-146.625,59.625","GOA",7
"2244","-146.375,60.125","GOA",7
"2245","-146.375,59.625","GOA",7
"2246","-145.625,59.875","GOA",7
"2247","-145.375,59.875","GOA",7
"2248","-145.125,60.125","GOA",7
"2249","-144.875,59.625","GOA",7
"2250","-145.125,59.875","GOA",7
"2251","-145.125,59.625","GOA",7
"2252","-144.625,59.625","GOA",7
"2253","-145.375,60.125","GOA",7
"2254","-144.875,59.375","GOA",7
"2255","-145.625,60.125","GOA",7
"2256","-144.375,59.875","GOA",7
"2257","-145.875,59.625","GOA",7
"2258","-144.375,59.625","GOA",7
"2259","-144.625,60.125","GOA",7
"2260","-144.875,59.875","GOA",7
"2261","-144.375,60.125","GOA",7
"2262","-145.375,59.625","GOA",7
"2263","-145.625,59.625","GOA",7
"2264","-144.625,59.875","GOA",7
"2265","-145.625,60.375","GOA",7
"2266","-144.125,59.875","GOA",7
"2267","-143.625,59.875","GOA",7
"2268","-143.375,59.625","GOA",7
"2269","-143.125,59.625","GOA",7
"2270","-143.625,59.625","GOA",7
"2271","-142.875,59.625","GOA",7
"2272","-142.625,59.625","GOA",7
"2273","-143.375,59.875","GOA",7
"2274","-143.125,59.875","GOA",7
"2275","-142.875,59.875","GOA",7
"2276","-143.875,59.875","GOA",7
"2277","-143.375,59.375","GOA",7
"2278","-143.875,59.625","GOA",7
"2279","-142.625,59.875","GOA",7
"2280","-142.875,60.125","GOA",7
"2281","-143.125,60.125","GOA",7
"2282","-142.125,59.375","GOA",7
"2283","-143.125,59.375","GOA",7
"2284","-142.125,59.625","GOA",7
"2285","-141.875,59.625","GOA",7
"2286","-141.875,59.375","GOA",7
"2287","-141.625,59.375","GOA",7
"2288","-142.375,60.125","GOA",7
"2289","-142.375,59.875","GOA",7
"2290","-141.875,59.875","GOA",7
"2291","-141.625,59.625","GOA",7
"2292","-141.375,59.625","GOA",7
"2293","-141.625,59.875","GOA",7
"2294","-141.375,60.125","GOA",7
"2295","-142.625,60.125","GOA",7
"2296","-141.375,59.875","GOA",7
"2297","-142.125,60.125","GOA",7
"2298","-142.375,59.625","GOA",7
"2299","-142.375,59.375","GOA",7
"2300","-142.125,59.875","GOA",7
"2301","-141.125,59.625","GOA",7
"2302","-141.625,59.125","GOA",7
"2303","-141.375,59.125","GOA",7
"2304","-141.375,59.375","GOA",7
"2305","-141.125,59.125","GOA",7
"2306","-140.875,59.125","GOA",7
"2307","-140.875,58.875","GOA",7
"2308","-140.875,58.625","GOA",7
"2309","-140.625,58.875","GOA",7
"2310","-140.875,59.375","GOA",7
"2311","-141.125,59.375","GOA",7
"2312","-140.625,59.125","GOA",7
"2313","-141.875,59.125","GOA",7
"2314","-140.625,59.375","GOA",7
"2315","-140.625,59.625","GOA",7
"2316","-140.375,59.375","GOA",7
"2317","-140.375,59.625","GOA",7
"2318","-140.125,59.625","GOA",7
"2319","-139.625,59.625","GOA",7
"2320","-140.125,59.375","GOA",7
"2321","-139.875,59.625","GOA",7
"2322","-139.875,59.875","GOA",7
"2323","-140.875,59.625","GOA",7
"2324","-139.875,59.375","GOA",7
"2325","-140.375,59.125","GOA",7
"2326","-139.875,59.125","GOA",7
"2327","-139.625,59.125","GOA",7
"2328","-139.875,58.625","GOA",7
"2329","-139.625,58.625","GOA",7
"2330","-139.375,58.625","GOA",7
"2331","-140.125,59.125","GOA",7
"2332","-140.125,58.875","GOA",7
"2333","-140.125,58.625","GOA",7
"2334","-139.625,58.875","GOA",7
"2335","-139.125,58.875","GOA",7
"2336","-139.875,58.875","GOA",7
"2337","-139.375,59.125","GOA",7
"2338","-140.375,58.875","GOA",7
"2339","-139.125,59.125","GOA",7
"2340","-139.375,58.875","GOA",7
"2341","-139.125,58.625","GOA",7
"2342","-139.625,59.375","GOA",7
"2343","-140.375,58.625","GOA",7
"2344","-139.375,59.375","GOA",7
"2345","-138.625,58.875","GOA",7
"2346","-138.375,58.875","GOA",7
"2347","-138.125,58.875","GOA",7
"2348","-137.625,58.625","GOA",7
"2349","-138.875,59.125","GOA",7
"2350","-138.875,58.875","GOA",7
"2351","-138.375,58.625","GOA",7
"2352","-138.375,58.375","GOA",7
"2353","-138.625,58.625","GOA",7
"2354","-138.125,58.625","GOA",7
"2355","-137.875,58.625","GOA",7
"2356","-138.625,59.125","GOA",7
"2357","-138.875,58.625","GOA",7
"2358","-138.625,58.375","GOA",7
"2359","-138.375,58.125","GOA",7
"2360","-138.125,58.375","GOA",7
"2361","-137.875,58.375","GOA",7
"2362","-137.625,58.375","GOA",7
"2363","-137.625,58.125","GOA",7
"2364","-137.125,57.875","GOA",7
"2365","-138.125,58.125","GOA",7
"2366","-137.875,58.125","GOA",7
"2367","-137.375,57.875","GOA",7
"2368","-137.375,58.375","GOA",7
"2369","-136.875,58.125","GOA",7
"2370","-137.125,58.125","GOA",7
"2371","-137.125,58.375","GOA",7
"2372","-137.375,58.125","GOA",7
"2373","-136.375,57.375","GOA",7
"2374","-136.375,57.625","GOA",7
"2375","-136.875,57.875","GOA",7
"2376","-136.625,57.875","GOA",7
"2377","-136.375,57.875","GOA",7
"2378","-136.125,57.875","GOA",7
"2379","-136.625,58.125","GOA",7
"2380","-136.625,57.625","GOA",7
"2381","-169.625,52.625","GOA",7
"2382","-169.875,52.625","GOA",7
"2383","-169.625,52.875","GOA",7
"2384","-169.625,52.375","GOA",7
"2385","-169.875,52.875","GOA",7
"2386","-169.875,52.375","GOA",7
"2387","-169.375,52.625","GOA",7
"2388","-169.125,52.625","GOA",7
"2389","-169.125,52.875","GOA",7
"2390","-168.875,52.875","GOA",7
"2391","-168.625,52.875","GOA",7
"2392","-168.375,52.875","GOA",7
"2393","-168.125,52.875","GOA",7
"2394","-168.875,52.625","GOA",7
"2395","-169.375,52.875","GOA",7
"2396","-167.625,53.125","GOA",7
"2397","-167.375,53.375","GOA",7
"2398","-168.375,53.125","GOA",7
"2399","-167.875,53.125","GOA",7
"2400","-168.125,53.125","GOA",7
"2401","-168.125,53.375","GOA",7
"2402","-167.875,52.875","GOA",7
"2403","-166.875,53.125","GOA",7
"2404","-167.375,53.125","GOA",7
"2405","-167.125,53.125","GOA",7
"2406","-167.375,52.875","GOA",7
"2407","-166.625,53.125","GOA",7
"2408","-167.625,52.875","GOA",7
"2409","-167.125,53.375","GOA",7
"2410","-166.375,53.375","GOA",7
"2411","-166.875,53.375","GOA",7
"2412","-166.125,53.375","GOA",7
"2413","-166.625,53.625","GOA",7
"2414","-166.375,53.625","GOA",7
"2415","-166.125,53.625","GOA",7
"2416","-166.125,53.875","GOA",7
"2417","-165.875,53.875","GOA",7
"2418","-165.625,53.875","GOA",7
"2419","-166.625,53.375","GOA",7
"2420","-165.875,53.625","GOA",7
"2421","-165.875,53.375","GOA",7
"2422","-166.375,53.125","GOA",7
"2423","-165.125,54.375","GOA",7
"2424","-165.375,54.125","GOA",7
"2425","-165.125,54.125","GOA",7
"2426","-165.625,54.125","GOA",7
"2427","-165.375,54.375","GOA",7
"2428","-165.625,53.625","GOA",7
"2429","-165.125,53.875","GOA",7
"2430","-165.375,53.875","GOA",7
"2431","-165.125,53.625","GOA",7
"2432","-164.625,53.625","GOA",7
"2433","-164.875,53.875","GOA",7
"2434","-164.875,53.625","GOA",7
"2435","-165.375,53.625","GOA",7
"2436","-164.625,53.875","GOA",7
"2437","-164.375,53.875","GOA",7
"2438","-164.375,53.625","GOA",7
"2439","-63.375,48.375","GSL-S",8
"2440","-63.125,48.625","GSL-S",8
"2441","-64.125,49.125","GSL-S",8
"2442","-63.375,48.875","GSL-S",8
"2443","-63.875,49.125","GSL-S",8
"2444","-63.875,48.875","GSL-S",8
"2445","-63.625,48.875","GSL-S",8
"2446","-63.625,48.375","GSL-S",8
"2447","-63.875,48.625","GSL-S",8
"2448","-63.625,48.625","GSL-S",8
"2449","-63.375,48.625","GSL-S",8
"2450","-64.125,48.875","GSL-S",8
"2451","-63.125,48.875","GSL-S",8
"2452","-63.875,48.375","GSL-S",8
"2453","-63.625,49.125","GSL-S",8
"2454","-64.125,48.625","GSL-S",8
"2455","-63.125,48.375","GSL-S",8
"2456","-62.875,48.375","GSL-S",8
"2457","-61.875,48.375","GSL-S",8
"2458","-62.125,48.125","GSL-S",8
"2459","-62.375,48.125","GSL-S",8
"2460","-62.125,48.375","GSL-S",8
"2461","-62.625,48.375","GSL-S",8
