ref_year,region,year,wt,wtMt,wtMtDiff,wtMtDiffProp,wtMtAnom,wtMtAnomProp,wtMtZ,wtMtLog,CTI,ctiDiff,ctiDiffProp,ctiAnom,ctiAnomProp,ctiZ,ctiLog,anomDays,anomSev,anomIntC,mhwYesNo,metric
scotian_shelf-6-1996,scotian_shelf,1996,174.52180442555076,0.17452180442555076,4.795768400654432e-4,0.002755520006372515,-0.016151690462814394,-0.08470862965128335,-0.3843328569403609,0.0027517305208589775,9.415201544762335,0.3139490361550479,0.034495146229394064,0.06705464272634387,0.007173041184423367,0.06485720940232365,0.033913526292399625,0,0,0,no,soda_b
scotian_shelf-6-1996,scotian_shelf,1996,174.52180442555076,0.17452180442555076,4.795768400654432e-4,0.002755520006372515,-0.016151690462814394,-0.08470862965128335,-0.3843328569403609,0.0027517305208589775,9.415201544762335,0.3139490361550479,0.034495146229394064,0.06705464272634387,0.007173041184423367,0.06485720940232365,0.033913526292399625,0,0,0,no,soda_s
scotian_shelf-6-1996,scotian_shelf,1996,174.52180442555076,0.17452180442555076,4.795768400654432e-4,0.002755520006372515,-0.016151690462814394,-0.08470862965128335,-0.3843328569403609,0.0027517305208589775,9.415201544762335,0.3139490361550479,0.034495146229394064,0.06705464272634387,0.007173041184423367,0.06485720940232365,0.033913526292399625,0,0,0,no,sst
southeast-4-1996,southeast,1996,30.38109067121462,0.030381090671214618,-0.0191755248389854,-0.3869417764221325,-0.03091246646059303,-0.5043346789959973,-1.2961458747545582,-0.489295366189539,22.53052008188941,-0.5239882204381523,-0.02272823230783243,-0.8155717356153609,-0.03493397276043649,-1.7568085129320639,-0.022990500121567427,0,0,0,no,soda_b
southeast-4-1996,southeast,1996,30.38109067121462,0.030381090671214618,-0.0191755248389854,-0.3869417764221325,-0.03091246646059303,-0.5043346789959973,-1.2961458747545582,-0.489295366189539,22.53052008188941,-0.5239882204381523,-0.02272823230783243,-0.8155717356153609,-0.03493397276043649,-1.7568085129320639,-0.022990500121567427,0,0,0,no,soda_s
southeast-4-1996,southeast,1996,30.38109067121462,0.030381090671214618,-0.0191755248389854,-0.3869417764221325,-0.03091246646059303,-0.5043346789959973,-1.2961458747545582,-0.489295366189539,22.53052008188941,-0.5239882204381523,-0.02272823230783243,-0.8155717356153609,-0.03493397276043649,-1.7568085129320639,-0.022990500121567427,0,0,0,no,sst
swc_ibts-1-1996,swc_ibts,1996,8028.945955939105,8.028945955939106,1.6675989498418975,0.26214557203742245,-0.6322178467935906,-0.07299456068411021,-0.13778850372199328,0.23281310773406202,11.602140299798416,1.566545829984367,0.15609895703701088,0.7779613787493087,0.07187255351410125,0.4576949333136232,0.14505136955965306,0,0,0,yes,soda_b
swc_ibts-1-1996,swc_ibts,1996,8028.945955939105,8.028945955939106,1.6675989498418975,0.26214557203742245,-0.6322178467935906,-0.07299456068411021,-0.13778850372199328,0.23281310773406202,11.602140299798416,1.566545829984367,0.15609895703701088,0.7779613787493087,0.07187255351410125,0.4576949333136232,0.14505136955965306,2,1.039169585,0.5195847925,yes,soda_s
swc_ibts-1-1996,swc_ibts,1996,8028.945955939105,8.028945955939106,1.6675989498418975,0.26214557203742245,-0.6322178467935906,-0.07299456068411021,-0.13778850372199328,0.23281310773406202,11.602140299798416,1.566545829984367,0.15609895703701088,0.7779613787493087,0.07187255351410125,0.4576949333136232,0.14505136955965306,55,21.739395965999993,0.3952617448363635,yes,sst
aleutian_islands-5-1997,aleutian_islands,1997,405.98434898989865,0.40598434898989866,0.04597924241095125,0.12771830613149432,-0.10971289937077822,-0.21274672246078263,-0.7344077811928371,0.12019639328165503,7.290965993264408,0.20554761960470902,0.029009948144888633,0.14093397978085687,0.019710957869151235,1.4233066334383813,0.02859712458446915,1,0.002300356,0.002300356,yes,soda_b
aleutian_islands-5-1997,aleutian_islands,1997,405.98434898989865,0.40598434898989866,0.04597924241095125,0.12771830613149432,-0.10971289937077822,-0.21274672246078263,-0.7344077811928371,0.12019639328165503,7.290965993264408,0.20554761960470902,0.029009948144888633,0.14093397978085687,0.019710957869151235,1.4233066334383813,0.02859712458446915,1,0.003408291,0.003408291,yes,soda_s
aleutian_islands-5-1997,aleutian_islands,1997,405.98434898989865,0.40598434898989866,0.04597924241095125,0.12771830613149432,-0.10971289937077822,-0.21274672246078263,-0.7344077811928371,0.12019639328165503,7.290965993264408,0.20554761960470902,0.029009948144888633,0.14093397978085687,0.019710957869151235,1.4233066334383813,0.02859712458446915,28,6.206265137999999,0.22165232635714283,yes,sst
bits-2-1997,bits,1997,1976.7602671791915,1.9767602671791915,-0.0613874324161674,-0.030119226603820163,-3.0354352565321614,-0.6056099053144138,-1.6574591086787884,-0.030582129063813173,6.481980924499846,-1.0293170443396917,-0.13703584235504862,-0.8680488196499843,-0.11810140228900401,-2.1286145033841737,-0.14738212103819526,0,0,0,no,soda_b
bits-2-1997,bits,1997,1976.7602671791915,1.9767602671791915,-0.0613874324161674,-0.030119226603820163,-3.0354352565321614,-0.6056099053144138,-1.6574591086787884,-0.030582129063813173,6.481980924499846,-1.0293170443396917,-0.13703584235504862,-0.8680488196499843,-0.11810140228900401,-2.1286145033841737,-0.14738212103819526,0,0,0,no,soda_s
bits-2-1997,bits,1997,1976.7602671791915,1.9767602671791915,-0.0613874324161674,-0.030119226603820163,-3.0354352565321614,-0.6056099053144138,-1.6574591086787884,-0.030582129063813173,6.481980924499846,-1.0293170443396917,-0.13703584235504862,-0.8680488196499843,-0.11810140228900401,-2.1286145033841737,-0.14738212103819526,0,0,0,no,sst
eastern_bering_sea-5-1997,eastern_bering_sea,1997,337.03704101123606,0.33703704101123605,0.02652007565912312,0.08540620519413647,0.012639226804382897,0.03896212073834585,0.17779092975447072,0.08195429959612545,8.519726264275766,0.9466870213721705,0.1250075420194441,0.8808888162854505,0.11531713068684313,1.8571202741848343,0.11778973965119525,0,0,0,no,soda_b
eastern_bering_sea-5-1997,eastern_bering_sea,1997,337.03704101123606,0.33703704101123605,0.02652007565912312,0.08540620519413647,0.012639226804382897,0.03896212073834585,0.17779092975447072,0.08195429959612545,8.519726264275766,0.9466870213721705,0.1250075420194441,0.8808888162854505,0.11531713068684313,1.8571202741848343,0.11778973965119525,0,0,0,no,soda_s
eastern_bering_sea-5-1997,eastern_bering_sea,1997,337.03704101123606,0.33703704101123605,0.02652007565912312,0.08540620519413647,0.012639226804382897,0.03896212073834585,0.17779092975447072,0.08195429959612545,8.519726264275766,0.9466870213721705,0.1250075420194441,0.8808888162854505,0.11531713068684313,1.8571202741848343,0.11778973965119525,0,0,0,no,sst
evhoe-10-1997,evhoe,1997,5183.661479738558,5.183661479738558,NA,NA,-1.3059246030510563,-0.2012338824681545,-0.8381649881608901,NA,14.90386302410959,NA,NA,-1.3377747228134282,-0.08236698439274512,-1.2048994090493998,NA,0,0,0,no,soda_b
evhoe-10-1997,evhoe,1997,5183.661479738558,5.183661479738558,NA,NA,-1.3059246030510563,-0.2012338824681545,-0.8381649881608901,NA,14.90386302410959,NA,NA,-1.3377747228134282,-0.08236698439274512,-1.2048994090493998,NA,0,0,0,no,soda_s
evhoe-10-1997,evhoe,1997,5183.661479738558,5.183661479738558,NA,NA,-1.3059246030510563,-0.2012338824681545,-0.8381649881608901,NA,14.90386302410959,NA,NA,-1.3377747228134282,-0.08236698439274512,-1.2048994090493998,NA,26,8.808812237,0.33880047065384616,yes,sst
northeast-2-1997,northeast,1997,112.60616956323501,0.11260616956323502,-0.029336470723800717,-0.20667835024399042,-0.05094189156397097,-0.3114796422095698,-1.1900526367861204,-0.23152652829147982,13.869320754554177,-1.2286018764200914,-0.08137555784658368,-0.642631290556082,-0.0442828978870981,-0.6837579891000148,-0.08487789939586192,0,0,0,no,soda_b
northeast-2-1997,northeast,1997,112.60616956323501,0.11260616956323502,-0.029336470723800717,-0.20667835024399042,-0.05094189156397097,-0.3114796422095698,-1.1900526367861204,-0.23152652829147982,13.869320754554177,-1.2286018764200914,-0.08137555784658368,-0.642631290556082,-0.0442828978870981,-0.6837579891000148,-0.08487789939586192,0,0,0,no,soda_s
northeast-2-1997,northeast,1997,112.60616956323501,0.11260616956323502,-0.029336470723800717,-0.20667835024399042,-0.05094189156397097,-0.3114796422095698,-1.1900526367861204,-0.23152652829147982,13.869320754554177,-1.2286018764200914,-0.08137555784658368,-0.642631290556082,-0.0442828978870981,-0.6837579891000148,-0.08487789939586192,1,0.031817884,0.031817884,no,sst
ns_ibts-1-1997,ns_ibts,1997,4094.791733872126,4.094791733872126,0.03376758698174065,0.008315042156938965,0.07640557173171025,0.019013994337222288,0.09083109940357346,0.008280662640515758,8.162291815357268,0.10893341864065853,0.013526458562314969,-0.10672848825578107,-0.012907029410624054,-0.16502862853673442,0.013435792698724401,0,0,0,no,soda_b
ns_ibts-1-1997,ns_ibts,1997,4094.791733872126,4.094791733872126,0.03376758698174065,0.008315042156938965,0.07640557173171025,0.019013994337222288,0.09083109940357346,0.008280662640515758,8.162291815357268,0.10893341864065853,0.013526458562314969,-0.10672848825578107,-0.012907029410624054,-0.16502862853673442,0.013435792698724401,0,0,0,no,soda_s
ns_ibts-1-1997,ns_ibts,1997,4094.791733872126,4.094791733872126,0.03376758698174065,0.008315042156938965,0.07640557173171025,0.019013994337222288,0.09083109940357346,0.008280662640515758,8.162291815357268,0.10893341864065853,0.013526458562314969,-0.10672848825578107,-0.012907029410624054,-0.16502862853673442,0.013435792698724401,0,0,0,no,sst
scotian_shelf-6-1997,scotian_shelf,1997,138.8317599139685,0.1388317599139685,-0.03569004451158225,-0.20450192243346454,-0.05184173497439665,-0.2718874744743561,-1.2335849400610106,-0.2287868478426204,11.10164845677741,1.6864469120150751,0.17911957635715653,1.753501554741419,0.18757744963972625,1.6960379311436415,0.1647680382589989,0,0,0,no,soda_b
scotian_shelf-6-1997,scotian_shelf,1997,138.8317599139685,0.1388317599139685,-0.03569004451158225,-0.20450192243346454,-0.05184173497439665,-0.2718874744743561,-1.2335849400610106,-0.2287868478426204,11.10164845677741,1.6864469120150751,0.17911957635715653,1.753501554741419,0.18757744963972625,1.6960379311436415,0.1647680382589989,0,0,0,no,soda_s
scotian_shelf-6-1997,scotian_shelf,1997,138.8317599139685,0.1388317599139685,-0.03569004451158225,-0.20450192243346454,-0.05184173497439665,-0.2718874744743561,-1.2335849400610106,-0.2287868478426204,11.10164845677741,1.6864469120150751,0.17911957635715653,1.753501554741419,0.18757744963972625,1.6960379311436415,0.1647680382589989,0,0,0,no,sst
southeast-4-1997,southeast,1997,25.862222871216616,0.025862222871216617,-0.004518867799998001,-0.14873948565248593,-0.03543133426059103,-0.578059683897907,-1.485619977864228,-0.16103706993829184,23.463327258942112,0.9328071770527018,0.04140193717953787,0.11723544143734088,0.0050216302734421014,0.25253477105734773,0.040567821913490953,0,0,0,yes,soda_b
southeast-4-1997,southeast,1997,25.862222871216616,0.025862222871216617,-0.004518867799998001,-0.14873948565248593,-0.03543133426059103,-0.578059683897907,-1.485619977864228,-0.16103706993829184,23.463327258942112,0.9328071770527018,0.04140193717953787,0.11723544143734088,0.0050216302734421014,0.25253477105734773,0.040567821913490953,1,0.381987708,0.381987708,yes,soda_s
southeast-4-1997,southeast,1997,25.862222871216616,0.025862222871216617,-0.004518867799998001,-0.14873948565248593,-0.03543133426059103,-0.578059683897907,-1.485619977864228,-0.16103706993829184,23.463327258942112,0.9328071770527018,0.04140193717953787,0.11723544143734088,0.0050216302734421014,0.25253477105734773,0.040567821913490953,35,24.172809137,0.6906516896285715,yes,sst
swc_ibts-1-1997,swc_ibts,1997,7010.201408332193,7.010201408332192,-1.0187445476069135,-0.1268839712208221,-1.650962394400504,-0.19061669216781313,-0.35981843786829176,-0.13568682386501107,8.479813027639985,-3.122327272158431,-0.26911648984391967,-2.3443658934091225,-0.21658602564765259,-1.3792514905709572,-0.313501188762635,0,0,0,no,soda_b
swc_ibts-1-1997,swc_ibts,1997,7010.201408332193,7.010201408332192,-1.0187445476069135,-0.1268839712208221,-1.650962394400504,-0.19061669216781313,-0.35981843786829176,-0.13568682386501107,8.479813027639985,-3.122327272158431,-0.26911648984391967,-2.3443658934091225,-0.21658602564765259,-1.3792514905709572,-0.313501188762635,0,0,0,no,soda_s
swc_ibts-1-1997,swc_ibts,1997,7010.201408332193,7.010201408332192,-1.0187445476069135,-0.1268839712208221,-1.650962394400504,-0.19061669216781313,-0.35981843786829176,-0.13568682386501107,8.479813027639985,-3.122327272158431,-0.26911648984391967,-2.3443658934091225,-0.21658602564765259,-1.3792514905709572,-0.313501188762635,0,0,0,no,sst
bits-2-1998,bits,1998,1191.291119830013,1.1912911198300131,-0.7854691473491784,-0.3973517479031646,-3.8209044038813396,-0.762321498793426,-2.086354104893399,-0.5064215823139994,7.3912846541050445,0.9093037296051989,0.1402817657436043,0.041254909955214636,0.0056128902047030485,0.10116458622901786,0.13127539479966457,0,0,0,yes,soda_b
bits-2-1998,bits,1998,1191.291119830013,1.1912911198300131,-0.7854691473491784,-0.3973517479031646,-3.8209044038813396,-0.762321498793426,-2.086354104893399,-0.5064215823139994,7.3912846541050445,0.9093037296051989,0.1402817657436043,0.041254909955214636,0.0056128902047030485,0.10116458622901786,0.13127539479966457,1,0.677762835,0.677762835,yes,soda_s
bits-2-1998,bits,1998,1191.291119830013,1.1912911198300131,-0.7854691473491784,-0.3973517479031646,-3.8209044038813396,-0.762321498793426,-2.086354104893399,-0.5064215823139994,7.3912846541050445,0.9093037296051989,0.1402817657436043,0.041254909955214636,0.0056128902047030485,0.10116458622901786,0.13127539479966457,31,42.716120596,1.3779393740645163,yes,sst
eastern_bering_sea-5-1998,eastern_bering_sea,1998,269.62360732394353,0.2696236073239435,-0.06741343368729252,-0.200017877812561,-0.054774206882909626,-0.16884887777937585,-0.7704867804808494,-0.22316589882961482,7.800320864993221,-0.7194053992825449,-0.08443996637533978,0.16148341700290558,0.02113978967380565,0.3404449257573044,-0.08821934233190457,0,0,0,no,soda_b
eastern_bering_sea-5-1998,eastern_bering_sea,1998,269.62360732394353,0.2696236073239435,-0.06741343368729252,-0.200017877812561,-0.054774206882909626,-0.16884887777937585,-0.7704867804808494,-0.22316589882961482,7.800320864993221,-0.7194053992825449,-0.08443996637533978,0.16148341700290558,0.02113978967380565,0.3404449257573044,-0.08821934233190457,0,0,0,no,soda_s
eastern_bering_sea-5-1998,eastern_bering_sea,1998,269.62360732394353,0.2696236073239435,-0.06741343368729252,-0.200017877812561,-0.054774206882909626,-0.16884887777937585,-0.7704867804808494,-0.22316589882961482,7.800320864993221,-0.7194053992825449,-0.08443996637533978,0.16148341700290558,0.02113978967380565,0.3404449257573044,-0.08821934233190457,15,8.278798535,0.5519199023333333,yes,sst
evhoe-10-1998,evhoe,1998,3882.96510622902,3.88296510622902,-1.3006963735095383,-0.2509223217205804,-2.6066209765605945,-0.40166213119097915,-1.672974408212005,-0.28891259152403986,14.753400033849774,-0.15046299025981646,-0.010095569854367046,-1.4882377130732447,-0.09163101260248165,-1.3404175683898514,-0.01014687571975568,0,0,0,no,soda_b
evhoe-10-1998,evhoe,1998,3882.96510622902,3.88296510622902,-1.3006963735095383,-0.2509223217205804,-2.6066209765605945,-0.40166213119097915,-1.672974408212005,-0.28891259152403986,14.753400033849774,-0.15046299025981646,-0.010095569854367046,-1.4882377130732447,-0.09163101260248165,-1.3404175683898514,-0.01014687571975568,0,0,0,no,soda_s
evhoe-10-1998,evhoe,1998,3882.96510622902,3.88296510622902,-1.3006963735095383,-0.2509223217205804,-2.6066209765605945,-0.40166213119097915,-1.672974408212005,-0.28891259152403986,14.753400033849774,-0.15046299025981646,-0.010095569854367046,-1.4882377130732447,-0.09163101260248165,-1.3404175683898514,-0.01014687571975568,8,3.38646306,0.4233078825,yes,sst
fr_cgfs-10-1998,fr_cgfs,1998,1885.3126281045113,1.8853126281045114,NA,NA,-1.6532875697473068,-0.4672151351686946,-0.5297781759883569,NA,14.509836084779536,NA,NA,-1.149904287314369,-0.07343060995848505,-1.5286565796867566,NA,0,0,0,no,soda_b
fr_cgfs-10-1998,fr_cgfs,1998,1885.3126281045113,1.8853126281045114,NA,NA,-1.6532875697473068,-0.4672151351686946,-0.5297781759883569,NA,14.509836084779536,NA,NA,-1.149904287314369,-0.07343060995848505,-1.5286565796867566,NA,0,0,0,no,soda_s
fr_cgfs-10-1998,fr_cgfs,1998,1885.3126281045113,1.8853126281045114,NA,NA,-1.6532875697473068,-0.4672151351686946,-0.5297781759883569,NA,14.509836084779536,NA,NA,-1.149904287314369,-0.07343060995848505,-1.5286565796867566,NA,18,2.224016828,0.12355649044444444,yes,sst
northeast-2-1998,northeast,1998,104.64442930292377,0.10464442930292377,-0.007961740260311254,-0.07070429880700511,-0.058903631824282224,-0.36016099132149043,-1.3760467115897894,-0.07332829028449282,14.268527828890935,0.39920707433675773,0.028783462535876006,-0.2434242162193243,-0.0167740504835354,-0.2590027205745703,0.028376999854016042,2,0.33711247499999997,0.16855623749999998,no,soda_b
northeast-2-1998,northeast,1998,104.64442930292377,0.10464442930292377,-0.007961740260311254,-0.07070429880700511,-0.058903631824282224,-0.36016099132149043,-1.3760467115897894,-0.07332829028449282,14.268527828890935,0.39920707433675773,0.028783462535876006,-0.2434242162193243,-0.0167740504835354,-0.2590027205745703,0.028376999854016042,0,0,0,no,soda_s
northeast-2-1998,northeast,1998,104.64442930292377,0.10464442930292377,-0.007961740260311254,-0.07070429880700511,-0.058903631824282224,-0.36016099132149043,-1.3760467115897894,-0.07332829028449282,14.268527828890935,0.39920707433675773,0.028783462535876006,-0.2434242162193243,-0.0167740504835354,-0.2590027205745703,0.028376999854016042,0,0,0,no,sst
ns_ibts-1-1998,ns_ibts,1998,3681.155555100849,3.6811555551008492,-0.41363617877127634,-0.10101519336128308,-0.3372306070395661,-0.08392190133860564,-0.4009004329879989,-0.10648914494396575,8.12740738871794,-0.034884426639328225,-0.004273851931352606,-0.1416129148951093,-0.01712571860940204,-0.21896857633944142,-0.004283010942003969,0,0,0,yes,soda_b
ns_ibts-1-1998,ns_ibts,1998,3681.155555100849,3.6811555551008492,-0.41363617877127634,-0.10101519336128308,-0.3372306070395661,-0.08392190133860564,-0.4009004329879989,-0.10648914494396575,8.12740738871794,-0.034884426639328225,-0.004273851931352606,-0.1416129148951093,-0.01712571860940204,-0.21896857633944142,-0.004283010942003969,1,0.889992079,0.889992079,yes,soda_s
ns_ibts-1-1998,ns_ibts,1998,3681.155555100849,3.6811555551008492,-0.41363617877127634,-0.10101519336128308,-0.3372306070395661,-0.08392190133860564,-0.4009004329879989,-0.10648914494396575,8.12740738871794,-0.034884426639328225,-0.004273851931352606,-0.1416129148951093,-0.01712571860940204,-0.21896857633944142,-0.004283010942003969,35,28.172169973999992,0.8049191421142855,yes,sst
scotian_shelf-6-1998,scotian_shelf,1998,122.26705331075148,0.12226705331075148,-0.01656470660321703,-0.11931496520307655,-0.06840644157761368,-0.3587621951213725,-1.6277456025532966,-0.127055225711004,8.638187945709616,-2.463460511067794,-0.22190042502776997,-0.7099589563263748,-0.0759464911887241,-0.6866930435440929,-0.25090077459737886,0,0,0,no,soda_b
scotian_shelf-6-1998,scotian_shelf,1998,122.26705331075148,0.12226705331075148,-0.01656470660321703,-0.11931496520307655,-0.06840644157761368,-0.3587621951213725,-1.6277456025532966,-0.127055225711004,8.638187945709616,-2.463460511067794,-0.22190042502776997,-0.7099589563263748,-0.0759464911887241,-0.6866930435440929,-0.25090077459737886,0,0,0,no,soda_s
scotian_shelf-6-1998,scotian_shelf,1998,122.26705331075148,0.12226705331075148,-0.01656470660321703,-0.11931496520307655,-0.06840644157761368,-0.3587621951213725,-1.6277456025532966,-0.127055225711004,8.638187945709616,-2.463460511067794,-0.22190042502776997,-0.7099589563263748,-0.0759464911887241,-0.6866930435440929,-0.25090077459737886,0,0,0,no,sst
southeast-4-1998,southeast,1998,35.83045772708462,0.03583045772708462,0.009968234855868001,0.3854361206886882,-0.02546309940472303,-0.4154286452973574,-1.0676563545639461,0.3260149786561872,23.7345467037785,0.2712194448363867,0.011559291733998308,0.3884548862737276,0.016638968496751404,0.8367637343155715,0.01149299353895603,0,0,0,no,soda_b
southeast-4-1998,southeast,1998,35.83045772708462,0.03583045772708462,0.009968234855868001,0.3854361206886882,-0.02546309940472303,-0.4154286452973574,-1.0676563545639461,0.3260149786561872,23.7345467037785,0.2712194448363867,0.011559291733998308,0.3884548862737276,0.016638968496751404,0.8367637343155715,0.01149299353895603,0,0,0,no,soda_s
southeast-4-1998,southeast,1998,35.83045772708462,0.03583045772708462,0.009968234855868001,0.3854361206886882,-0.02546309940472303,-0.4154286452973574,-1.0676563545639461,0.3260149786561872,23.7345467037785,0.2712194448363867,0.011559291733998308,0.3884548862737276,0.016638968496751404,0.8367637343155715,0.01149299353895603,0,0,0,no,sst
swc_ibts-1-1998,swc_ibts,1998,5334.648575327631,5.334648575327631,-1.675552833004561,-0.23901636135775367,-3.326515227405065,-0.3840725453495651,-0.7249962305195983,-0.2731434211646553,10.78320261972366,2.3033895920836756,0.2716321202573415,-0.04097630132544694,-0.0037856267550939017,-0.024107424886233186,0.24030120945343636,3,0.27148283799999995,0.09049427933333332,yes,soda_b
swc_ibts-1-1998,swc_ibts,1998,5334.648575327631,5.334648575327631,-1.675552833004561,-0.23901636135775367,-3.326515227405065,-0.3840725453495651,-0.7249962305195983,-0.2731434211646553,10.78320261972366,2.3033895920836756,0.2716321202573415,-0.04097630132544694,-0.0037856267550939017,-0.024107424886233186,0.24030120945343636,3,0.386723251,0.12890775033333332,yes,soda_s
swc_ibts-1-1998,swc_ibts,1998,5334.648575327631,5.334648575327631,-1.675552833004561,-0.23901636135775367,-3.326515227405065,-0.3840725453495651,-0.7249962305195983,-0.2731434211646553,10.78320261972366,2.3033895920836756,0.2716321202573415,-0.04097630132544694,-0.0037856267550939017,-0.024107424886233186,0.24030120945343636,38,7.162174093000001,0.18847826560526318,yes,sst
west_coast_triennial-6-1998,west_coast_triennial,1998,196.41507727863583,0.19641507727863583,-0.0068512708209436946,-0.03370587844470586,0.02466663388605378,0.14362071293811302,0.6582312028201296,-0.03428701745259248,8.851152321343518,-0.17705206487447,-0.01961099431297202,-0.006180771000165564,-6.978139961235338e-4,-0.05198470434926603,-0.019805841500576675,3,0.21218854300000003,0.07072951433333334,yes,soda_b
west_coast_triennial-6-1998,west_coast_triennial,1998,196.41507727863583,0.19641507727863583,-0.0068512708209436946,-0.03370587844470586,0.02466663388605378,0.14362071293811302,0.6582312028201296,-0.03428701745259248,8.851152321343518,-0.17705206487447,-0.01961099431297202,-0.006180771000165564,-6.978139961235338e-4,-0.05198470434926603,-0.019805841500576675,6,1.141155696,0.190192616,yes,soda_s
west_coast_triennial-6-1998,west_coast_triennial,1998,196.41507727863583,0.19641507727863583,-0.0068512708209436946,-0.03370587844470586,0.02466663388605378,0.14362071293811302,0.6582312028201296,-0.03428701745259248,8.851152321343518,-0.17705206487447,-0.01961099431297202,-0.006180771000165564,-6.978139961235338e-4,-0.05198470434926603,-0.019805841500576675,186,98.77193629799999,0.5310319155806451,yes,sst
bits-2-1999,bits,1999,1520.6406076640435,1.5206406076640435,0.3293494878340304,0.27646431871415755,-3.491554916047309,-0.6966118738843485,-1.9065171911017165,0.24409400487171545,7.496665060406399,0.10538040630135459,0.014257387075848497,0.14663531625656923,0.019950302428814237,0.35957662037708416,0.01415670636687702,0,0,0,no,soda_b
bits-2-1999,bits,1999,1520.6406076640435,1.5206406076640435,0.3293494878340304,0.27646431871415755,-3.491554916047309,-0.6966118738843485,-1.9065171911017165,0.24409400487171545,7.496665060406399,0.10538040630135459,0.014257387075848497,0.14663531625656923,0.019950302428814237,0.35957662037708416,0.01415670636687702,0,0,0,no,soda_s
bits-2-1999,bits,1999,1520.6406076640435,1.5206406076640435,0.3293494878340304,0.27646431871415755,-3.491554916047309,-0.6966118738843485,-1.9065171911017165,0.24409400487171545,7.496665060406399,0.10538040630135459,0.014257387075848497,0.14663531625656923,0.019950302428814237,0.35957662037708416,0.01415670636687702,2,0.264928851,0.1324644255,no,sst
eastern_bering_sea-5-1999,eastern_bering_sea,1999,245.5352181303116,0.2455352181303116,-0.02408838919363193,-0.08934080154446772,-0.07886259607654156,-0.2431045852431503,-1.1093284815838202,-0.0935865478106905,7.945205523629549,0.14488465863632793,0.018574192157472722,0.3063680756392335,0.0401066363468482,0.6458957749422058,0.018403798565290327,0,0,0,no,soda_b
eastern_bering_sea-5-1999,eastern_bering_sea,1999,245.5352181303116,0.2455352181303116,-0.02408838919363193,-0.08934080154446772,-0.07886259607654156,-0.2431045852431503,-1.1093284815838202,-0.0935865478106905,7.945205523629549,0.14488465863632793,0.018574192157472722,0.3063680756392335,0.0401066363468482,0.6458957749422058,0.018403798565290327,0,0,0,no,soda_s
eastern_bering_sea-5-1999,eastern_bering_sea,1999,245.5352181303116,0.2455352181303116,-0.02408838919363193,-0.08934080154446772,-0.07886259607654156,-0.2431045852431503,-1.1093284815838202,-0.0935865478106905,7.945205523629549,0.14488465863632793,0.018574192157472722,0.3063680756392335,0.0401066363468482,0.6458957749422058,0.018403798565290327,0,0,0,no,sst
evhoe-10-1999,evhoe,1999,7059.045428202083,7.059045428202083,3.176080321973063,0.817952321250073,0.5694593454124686,0.08774971749318113,0.3654888531777584,0.5977107694763278,15.293050994649986,0.5396509608002127,0.03657807417693909,-0.948586752273032,-0.058404624401424174,-0.854367777888764,0.035924974877898856,0,0,0,no,soda_b
evhoe-10-1999,evhoe,1999,7059.045428202083,7.059045428202083,3.176080321973063,0.817952321250073,0.5694593454124686,0.08774971749318113,0.3654888531777584,0.5977107694763278,15.293050994649986,0.5396509608002127,0.03657807417693909,-0.948586752273032,-0.058404624401424174,-0.854367777888764,0.035924974877898856,0,0,0,no,soda_s
evhoe-10-1999,evhoe,1999,7059.045428202083,7.059045428202083,3.176080321973063,0.817952321250073,0.5694593454124686,0.08774971749318113,0.3654888531777584,0.5977107694763278,15.293050994649986,0.5396509608002127,0.03657807417693909,-0.948586752273032,-0.058404624401424174,-0.854367777888764,0.035924974877898856,12,2.3154471319999996,0.19295392766666664,yes,sst
fr_cgfs-10-1999,fr_cgfs,1999,2256.8172316642845,2.2568172316642845,0.3715046035597731,0.19705198916175665,-1.2817829661875337,-0.36222881775840826,-0.41073353133814877,0.17986185851632872,14.91305106452045,0.40321497974091436,0.027789078896892364,-0.7466893075734546,-0.04768210007517595,-0.9926317656139473,0.02740996981112525,1,0.132862519,0.132862519,no,soda_b
fr_cgfs-10-1999,fr_cgfs,1999,2256.8172316642845,2.2568172316642845,0.3715046035597731,0.19705198916175665,-1.2817829661875337,-0.36222881775840826,-0.41073353133814877,0.17986185851632872,14.91305106452045,0.40321497974091436,0.027789078896892364,-0.7466893075734546,-0.04768210007517595,-0.9926317656139473,0.02740996981112525,0,0,0,no,soda_s
fr_cgfs-10-1999,fr_cgfs,1999,2256.8172316642845,2.2568172316642845,0.3715046035597731,0.19705198916175665,-1.2817829661875337,-0.36222881775840826,-0.41073353133814877,0.17986185851632872,14.91305106452045,0.40321497974091436,0.027789078896892364,-0.7466893075734546,-0.04768210007517595,-0.9926317656139473,0.02740996981112525,33,6.487489876999999,0.1965906023333333,yes,sst
gulf_of_alaska-5-1999,gulf_of_alaska,1999,176.12103041018395,0.17612103041018395,-0.05587001065489777,-0.24082831129338417,-0.04348725474483056,-0.19802192214257439,-1.186447924480668,-0.2755273233372026,7.587601999631299,0.015549189519728834,0.0020534972364382818,0.05281208020836914,0.007009097900955662,0.6831193782150053,0.002051391692980688,4,0.19848071099999998,0.049620177749999994,no,soda_b
