ref_year,region,year,wt,wtMt,wtMtDiff,wtMtDiffProp,wtMtAnom,wtMtAnomProp,wtMtZ,wtMtLog,CTI,ctiDiff,ctiDiffProp,ctiAnom,ctiAnomProp,ctiZ,ctiLog,anomDays,anomSev,anomIntC,mhwYesNo,metric
west_coast_triennial-6-1983,west_coast_triennial,1983,110.94716839782515,0.11094716839782515,NA,NA,-0.060801274994756904,-0.3540135432597636,-1.622487144280512,NA,8.706810363032151,NA,NA,-0.15052272931153254,-0.016994136693543233,-1.266003801288709,NA,0,0,0,no,soda_b
west_coast_triennial-6-1983,west_coast_triennial,1983,110.94716839782515,0.11094716839782515,NA,NA,-0.060801274994756904,-0.3540135432597636,-1.622487144280512,NA,8.706810363032151,NA,NA,-0.15052272931153254,-0.016994136693543233,-1.266003801288709,NA,0,0,0,no,soda_s
west_coast_triennial-6-1983,west_coast_triennial,1983,110.94716839782515,0.11094716839782515,NA,NA,-0.060801274994756904,-0.3540135432597636,-1.622487144280512,NA,8.706810363032151,NA,NA,-0.15052272931153254,-0.016994136693543233,-1.266003801288709,NA,29,6.057433983,0.20887703389655174,yes,sst
eastern_bering_sea-5-1984,eastern_bering_sea,1984,288.83626873239444,0.28883626873239443,-0.03933488169253507,-0.11986087637990923,-0.03556154547445872,-0.10962325859502495,-0.500229984892545,-0.12767528898275565,6.812597085383522,0.18917248401737563,0.02856112893296271,-0.8262403626067938,-0.10816310312037959,-1.7419085137410546,0.028160863379163254,0,0,0,no,soda_b
eastern_bering_sea-5-1984,eastern_bering_sea,1984,288.83626873239444,0.28883626873239443,-0.03933488169253507,-0.11986087637990923,-0.03556154547445872,-0.10962325859502495,-0.500229984892545,-0.12767528898275565,6.812597085383522,0.18917248401737563,0.02856112893296271,-0.8262403626067938,-0.10816310312037959,-1.7419085137410546,0.028160863379163254,0,0,0,no,soda_s
eastern_bering_sea-5-1984,eastern_bering_sea,1984,288.83626873239444,0.28883626873239443,-0.03933488169253507,-0.11986087637990923,-0.03556154547445872,-0.10962325859502495,-0.500229984892545,-0.12767528898275565,6.812597085383522,0.18917248401737563,0.02856112893296271,-0.8262403626067938,-0.10816310312037959,-1.7419085137410546,0.028160863379163254,32,12.395780612000001,0.38736814412500004,yes,sst
gulf_of_alaska-5-1984,gulf_of_alaska,1984,170.01311212471163,0.17001311212471162,NA,NA,-0.04959517303030289,-0.22583470835490216,-1.3530881737954998,NA,7.6173063271264905,NA,NA,0.08251640770356072,0.01095138797312088,1.0673421099981504,NA,1,0.035529572,0.035529572,no,soda_b
gulf_of_alaska-5-1984,gulf_of_alaska,1984,170.01311212471163,0.17001311212471162,NA,NA,-0.04959517303030289,-0.22583470835490216,-1.3530881737954998,NA,7.6173063271264905,NA,NA,0.08251640770356072,0.01095138797312088,1.0673421099981504,NA,0,0,0,no,soda_s
gulf_of_alaska-5-1984,gulf_of_alaska,1984,170.01311212471163,0.17001311212471162,NA,NA,-0.04959517303030289,-0.22583470835490216,-1.3530881737954998,NA,7.6173063271264905,NA,NA,0.08251640770356072,0.01095138797312088,1.0673421099981504,NA,16,1.1456713570000001,0.07160445981250001,yes,sst
northeast-2-1984,northeast,1984,109.97461765997853,0.10997461765997854,-0.03553660986367144,-0.2442190232908018,-0.05357344346722745,-0.3275700310843708,-1.2515282747171785,-0.28000365812524475,13.164798983251723,-0.08373659202707451,-0.00632044134623629,-1.3471530618585366,-0.0928305894114675,-1.433367285600505,-0.006340499899582479,0,0,0,no,soda_b
northeast-2-1984,northeast,1984,109.97461765997853,0.10997461765997854,-0.03553660986367144,-0.2442190232908018,-0.05357344346722745,-0.3275700310843708,-1.2515282747171785,-0.28000365812524475,13.164798983251723,-0.08373659202707451,-0.00632044134623629,-1.3471530618585366,-0.0928305894114675,-1.433367285600505,-0.006340499899582479,0,0,0,no,soda_s
northeast-2-1984,northeast,1984,109.97461765997853,0.10997461765997854,-0.03553660986367144,-0.2442190232908018,-0.05357344346722745,-0.3275700310843708,-1.2515282747171785,-0.28000365812524475,13.164798983251723,-0.08373659202707451,-0.00632044134623629,-1.3471530618585366,-0.0928305894114675,-1.433367285600505,-0.006340499899582479,18,3.689524766,0.2049735981111111,yes,sst
ns_ibts-1-1984,ns_ibts,1984,2670.787937541925,2.6707879375419252,-0.07240287267548284,-0.026393669884649636,-1.34759822459849,-0.3353580691908128,-1.6020275160611601,-0.02674823556809244,8.141607605524266,0.13164296127036756,0.016434899168350784,-0.12741269808878286,-0.015408439381036641,-0.19701153054248288,0.016301307931418724,0,0,0,no,soda_b
ns_ibts-1-1984,ns_ibts,1984,2670.787937541925,2.6707879375419252,-0.07240287267548284,-0.026393669884649636,-1.34759822459849,-0.3353580691908128,-1.6020275160611601,-0.02674823556809244,8.141607605524266,0.13164296127036756,0.016434899168350784,-0.12741269808878286,-0.015408439381036641,-0.19701153054248288,0.016301307931418724,0,0,0,no,soda_s
ns_ibts-1-1984,ns_ibts,1984,2670.787937541925,2.6707879375419252,-0.07240287267548284,-0.026393669884649636,-1.34759822459849,-0.3353580691908128,-1.6020275160611601,-0.02674823556809244,8.141607605524266,0.13164296127036756,0.016434899168350784,-0.12741269808878286,-0.015408439381036641,-0.19701153054248288,0.016301307931418724,0,0,0,no,sst
scotian_shelf-6-1984,scotian_shelf,1984,252.84915319452207,0.25284915319452206,0.030454311592371386,0.13693803045509523,0.0621756583061569,0.32608443214700233,1.4794828098005237,0.12833871060505744,8.185282353116484,-0.6552330483708975,-0.07411706429024004,-1.1628645489195062,-0.12439519416048529,-1.124756564039981,-0.07700747164746705,2,0.628514692,0.314257346,yes,soda_b
scotian_shelf-6-1984,scotian_shelf,1984,252.84915319452207,0.25284915319452206,0.030454311592371386,0.13693803045509523,0.0621756583061569,0.32608443214700233,1.4794828098005237,0.12833871060505744,8.185282353116484,-0.6552330483708975,-0.07411706429024004,-1.1628645489195062,-0.12439519416048529,-1.124756564039981,-0.07700747164746705,5,0.76507429,0.153014858,yes,soda_s
scotian_shelf-6-1984,scotian_shelf,1984,252.84915319452207,0.25284915319452206,0.030454311592371386,0.13693803045509523,0.0621756583061569,0.32608443214700233,1.4794828098005237,0.12833871060505744,8.185282353116484,-0.6552330483708975,-0.07411706429024004,-1.1628645489195062,-0.12439519416048529,-1.124756564039981,-0.07700747164746705,37,13.573027446000003,0.3668385796216217,yes,sst
eastern_bering_sea-5-1985,eastern_bering_sea,1985,239.721740226629,0.239721740226629,-0.04911452850576542,-0.17004280217755416,-0.08467607398022414,-0.26102541469724644,-1.1911043415790203,-0.1863811484098338,6.961470270180572,0.14887318479705058,0.021852633134059714,-0.6773671778097432,-0.088674118597451,-1.4280489157330845,0.021617286799405156,0,0,0,yes,soda_b
eastern_bering_sea-5-1985,eastern_bering_sea,1985,239.721740226629,0.239721740226629,-0.04911452850576542,-0.17004280217755416,-0.08467607398022414,-0.26102541469724644,-1.1911043415790203,-0.1863811484098338,6.961470270180572,0.14887318479705058,0.021852633134059714,-0.6773671778097432,-0.088674118597451,-1.4280489157330845,0.021617286799405156,1,0.255785398,0.255785398,yes,soda_s
eastern_bering_sea-5-1985,eastern_bering_sea,1985,239.721740226629,0.239721740226629,-0.04911452850576542,-0.17004280217755416,-0.08467607398022414,-0.26102541469724644,-1.1911043415790203,-0.1863811484098338,6.961470270180572,0.14887318479705058,0.021852633134059714,-0.6773671778097432,-0.088674118597451,-1.4280489157330845,0.021617286799405156,25,10.972646026,0.43890584103999997,yes,sst
northeast-2-1985,northeast,1985,180.71921472495913,0.18071921472495914,0.0707445970649806,0.643281136777488,0.017171153597753147,0.10499148372292595,0.4011350185142735,0.4966949362719988,14.257863698040376,1.0930647147886532,0.08302935093648234,-0.25408834706988337,-0.017508902060870395,-0.2703493275217173,0.07976206916267826,2,0.516998112,0.258499056,yes,soda_b
northeast-2-1985,northeast,1985,180.71921472495913,0.18071921472495914,0.0707445970649806,0.643281136777488,0.017171153597753147,0.10499148372292595,0.4011350185142735,0.4966949362719988,14.257863698040376,1.0930647147886532,0.08302935093648234,-0.25408834706988337,-0.017508902060870395,-0.2703493275217173,0.07976206916267826,2,0.448169578,0.224084789,yes,soda_s
northeast-2-1985,northeast,1985,180.71921472495913,0.18071921472495914,0.0707445970649806,0.643281136777488,0.017171153597753147,0.10499148372292595,0.4011350185142735,0.4966949362719988,14.257863698040376,1.0930647147886532,0.08302935093648234,-0.25408834706988337,-0.017508902060870395,-0.2703493275217173,0.07976206916267826,34,10.453581814,0.3074582886470588,yes,sst
ns_ibts-1-1985,ns_ibts,1985,3614.2896191356235,3.6142896191356235,0.9435016815936983,0.353267164469095,-0.4040965430047918,-0.10056189890658682,-0.4803907939488048,0.30252179050078054,7.4248596717587345,-0.7167479337655314,-0.08803518524759184,-0.8441606318543142,-0.10208713981334262,-1.3052810324245805,-0.09215386996738706,1,0.126247078,0.126247078,no,soda_b
ns_ibts-1-1985,ns_ibts,1985,3614.2896191356235,3.6142896191356235,0.9435016815936983,0.353267164469095,-0.4040965430047918,-0.10056189890658682,-0.4803907939488048,0.30252179050078054,7.4248596717587345,-0.7167479337655314,-0.08803518524759184,-0.8441606318543142,-0.10208713981334262,-1.3052810324245805,-0.09215386996738706,0,0,0,no,soda_s
ns_ibts-1-1985,ns_ibts,1985,3614.2896191356235,3.6142896191356235,0.9435016815936983,0.353267164469095,-0.4040965430047918,-0.10056189890658682,-0.4803907939488048,0.30252179050078054,7.4248596717587345,-0.7167479337655314,-0.08803518524759184,-0.8441606318543142,-0.10208713981334262,-1.3052810324245805,-0.09215386996738706,8,1.572896669,0.196612083625,yes,sst
